Year,Model,Category,CarType,BonusType,Month,Bonus
2020,NPZ,乘用車,COLTPLUS,外促,1,13000
2020,NPZ,乘用車,COLTPLUS,外促,2,0
2020,NPZ,乘用車,COLTPLUS,外促,3,0
2020,NPZ,乘用車,COLTPLUS,外促,4,0
2020,NPZ,乘用車,COLTPLUS,外促,5,7000
2020,NPZ,乘用車,COLTPLUS,外促,6,7000
2020,NPZ,乘用車,COLTPLUS,外促,7,7000
2020,NPZ,乘用車,COLTPLUS,外促,8,7000
2020,NPZ,乘用車,COLTPLUS,外促,9,0
2020,NPZ,乘用車,COLTPLUS,外促,10,0
2020,NPZ,乘用車,COLTPLUS,外促,11,9000
2020,NPZ,乘用車,COLTPLUS,外促,12,9000
2020,NPZ,乘用車,COLTPLUS,共同,1,12000
2020,NPZ,乘用車,COLTPLUS,共同,2,18000
2020,NPZ,乘用車,COLTPLUS,共同,3,16300
2020,NPZ,乘用車,COLTPLUS,共同,4,16300
2020,NPZ,乘用車,COLTPLUS,共同,5,15600
2020,NPZ,乘用車,COLTPLUS,共同,6,15600
2020,NPZ,乘用車,COLTPLUS,共同,7,15600
2020,NPZ,乘用車,COLTPLUS,共同,8,15600
2020,NPZ,乘用車,COLTPLUS,共同,9,18800
2020,NPZ,乘用車,COLTPLUS,共同,10,18800
2020,NPZ,乘用車,COLTPLUS,共同,11,13700
2020,NPZ,乘用車,COLTPLUS,共同,12,14700
2020,NPZ,乘用車,COLTPLUS,常態,1,20700
2020,NPZ,乘用車,COLTPLUS,常態,2,20700
2020,NPZ,乘用車,COLTPLUS,常態,3,21749
2020,NPZ,乘用車,COLTPLUS,常態,4,21749
2020,NPZ,乘用車,COLTPLUS,常態,5,21749
2020,NPZ,乘用車,COLTPLUS,常態,6,21749
2020,NPZ,乘用車,COLTPLUS,常態,7,23242
2020,NPZ,乘用車,COLTPLUS,常態,8,23242
2020,NPZ,乘用車,COLTPLUS,常態,9,23242
2020,NPZ,乘用車,COLTPLUS,常態,10,23242
2020,NPZ,乘用車,COLTPLUS,常態,11,23242
2020,NPZ,乘用車,COLTPLUS,常態,12,23242
2020,NPZ,乘用車,COLTPLUS,專案,1,3500
2020,NPZ,乘用車,COLTPLUS,專案,2,5500
2020,NPZ,乘用車,COLTPLUS,專案,3,5000
2020,NPZ,乘用車,COLTPLUS,專案,4,5000
2020,NPZ,乘用車,COLTPLUS,專案,5,5000
2020,NPZ,乘用車,COLTPLUS,專案,6,5000
2020,NPZ,乘用車,COLTPLUS,專案,7,5000
2020,NPZ,乘用車,COLTPLUS,專案,8,5000
2020,NPZ,乘用車,COLTPLUS,專案,9,5000
2020,NPZ,乘用車,COLTPLUS,專案,10,5000
2020,NPZ,乘用車,COLTPLUS,專案,11,5000
2020,NPZ,乘用車,COLTPLUS,專案,12,3000
2020,SR,乘用車,LANCER,外促,1,13000
2020,SR,乘用車,LANCER,外促,2,0
2020,SR,乘用車,LANCER,外促,3,0
2020,SR,乘用車,LANCER,外促,4,0
2020,SR,乘用車,LANCER,外促,5,7000
2020,SR,乘用車,LANCER,外促,6,7000
2020,SR,乘用車,LANCER,外促,7,7000
2020,SR,乘用車,LANCER,外促,8,7000
2020,SR,乘用車,LANCER,外促,9,0
2020,SR,乘用車,LANCER,外促,10,0
2020,SR,乘用車,LANCER,外促,11,9000
2020,SR,乘用車,LANCER,外促,12,9000
2020,SR,乘用車,LANCER,共同,1,12000
2020,SR,乘用車,LANCER,共同,2,18000
2020,SR,乘用車,LANCER,共同,3,16300
2020,SR,乘用車,LANCER,共同,4,16300
2020,SR,乘用車,LANCER,共同,5,15600
2020,SR,乘用車,LANCER,共同,6,15600
2020,SR,乘用車,LANCER,共同,7,15600
2020,SR,乘用車,LANCER,共同,8,15600
2020,SR,乘用車,LANCER,共同,9,18800
2020,SR,乘用車,LANCER,共同,10,18800
2020,SR,乘用車,LANCER,共同,11,13991
2020,SR,乘用車,LANCER,共同,12,13991
2020,SR,乘用車,LANCER,常態,1,31750
2020,SR,乘用車,LANCER,常態,2,31750
2020,SR,乘用車,LANCER,常態,3,31750
2020,SR,乘用車,LANCER,常態,4,31750
2020,SR,乘用車,LANCER,常態,5,31750
2020,SR,乘用車,LANCER,常態,6,31750
2020,SR,乘用車,LANCER,常態,7,31750
2020,SR,乘用車,LANCER,常態,8,31750
2020,SR,乘用車,LANCER,常態,9,31750
2020,SR,乘用車,LANCER,常態,10,31750
2020,SR,乘用車,LANCER,常態,11,31750
2020,SR,乘用車,LANCER,常態,12,31750
2020,SR,乘用車,LANCER,專案,1,7800
2020,SR,乘用車,LANCER,專案,2,9800
2020,SR,乘用車,LANCER,專案,3,11300
2020,SR,乘用車,LANCER,專案,4,11300
2020,SR,乘用車,LANCER,專案,5,15500
2020,SR,乘用車,LANCER,專案,6,15500
2020,SR,乘用車,LANCER,專案,7,16500
2020,SR,乘用車,LANCER,專案,8,16500
2020,SR,乘用車,LANCER,專案,9,14000
2020,SR,乘用車,LANCER,專案,10,14000
2020,SR,乘用車,LANCER,專案,11,11700
2020,SR,乘用車,LANCER,專案,12,11700
2020,RE,乘用車,OUTLANDER,外促,1,13000
2020,RE,乘用車,OUTLANDER,外促,2,0
2020,RE,乘用車,OUTLANDER,外促,3,0
2020,RE,乘用車,OUTLANDER,外促,4,0
2020,RE,乘用車,OUTLANDER,外促,5,7000
2020,RE,乘用車,OUTLANDER,外促,6,7000
2020,RE,乘用車,OUTLANDER,外促,7,7000
2020,RE,乘用車,OUTLANDER,外促,8,7000
2020,RE,乘用車,OUTLANDER,外促,9,0
2020,RE,乘用車,OUTLANDER,外促,10,0
2020,RE,乘用車,OUTLANDER,外促,11,9000
2020,RE,乘用車,OUTLANDER,外促,12,9000
2020,RE,乘用車,OUTLANDER,共同,1,12000
2020,RE,乘用車,OUTLANDER,共同,2,18000
2020,RE,乘用車,OUTLANDER,共同,3,22800
2020,RE,乘用車,OUTLANDER,共同,4,19550
2020,RE,乘用車,OUTLANDER,共同,5,20700
2020,RE,乘用車,OUTLANDER,共同,6,20700
2020,RE,乘用車,OUTLANDER,共同,7,20700
2020,RE,乘用車,OUTLANDER,共同,8,20700
2020,RE,乘用車,OUTLANDER,共同,9,18800
2020,RE,乘用車,OUTLANDER,共同,10,18800
2020,RE,乘用車,OUTLANDER,共同,11,14670
2020,RE,乘用車,OUTLANDER,共同,12,15670
2020,RE,乘用車,OUTLANDER,常態,1,27300
2020,RE,乘用車,OUTLANDER,常態,2,27300
2020,RE,乘用車,OUTLANDER,常態,3,27300
2020,RE,乘用車,OUTLANDER,常態,4,27300
2020,RE,乘用車,OUTLANDER,常態,5,27300
2020,RE,乘用車,OUTLANDER,常態,6,27300
2020,RE,乘用車,OUTLANDER,常態,7,49700
2020,RE,乘用車,OUTLANDER,常態,8,49700
2020,RE,乘用車,OUTLANDER,常態,9,49700
2020,RE,乘用車,OUTLANDER,常態,10,49700
2020,RE,乘用車,OUTLANDER,常態,11,49700
2020,RE,乘用車,OUTLANDER,常態,12,49700
2020,RE,乘用車,OUTLANDER,專案,1,35100
2020,RE,乘用車,OUTLANDER,專案,2,35100
2020,RE,乘用車,OUTLANDER,專案,3,33100
2020,RE,乘用車,OUTLANDER,專案,4,40900
2020,RE,乘用車,OUTLANDER,專案,5,42100
2020,RE,乘用車,OUTLANDER,專案,6,47600
2020,RE,乘用車,OUTLANDER,專案,7,15500
2020,RE,乘用車,OUTLANDER,專案,8,15500
2020,RE,乘用車,OUTLANDER,專案,9,18000
2020,RE,乘用車,OUTLANDER,專案,10,18000
2020,RE,乘用車,OUTLANDER,專案,11,18000
2020,RE,乘用車,OUTLANDER,專案,12,18000
2020,AS,乘用車,ZINGER,外促,1,13000
2020,AS,乘用車,ZINGER,外促,2,0
2020,AS,乘用車,ZINGER,外促,3,0
2020,AS,乘用車,ZINGER,外促,4,0
2020,AS,乘用車,ZINGER,外促,5,7000
2020,AS,乘用車,ZINGER,外促,6,7000
2020,AS,乘用車,ZINGER,外促,7,7000
2020,AS,乘用車,ZINGER,外促,8,7000
2020,AS,乘用車,ZINGER,外促,9,0
2020,AS,乘用車,ZINGER,外促,10,0
2020,AS,乘用車,ZINGER,外促,11,9000
2020,AS,乘用車,ZINGER,外促,12,9000
2020,AS,乘用車,ZINGER,共同,1,12000
2020,AS,乘用車,ZINGER,共同,2,18000
2020,AS,乘用車,ZINGER,共同,3,16300
2020,AS,乘用車,ZINGER,共同,4,16300
2020,AS,乘用車,ZINGER,共同,5,15600
2020,AS,乘用車,ZINGER,共同,6,15600
2020,AS,乘用車,ZINGER,共同,7,15600
2020,AS,乘用車,ZINGER,共同,8,15600
2020,AS,乘用車,ZINGER,共同,9,18800
2020,AS,乘用車,ZINGER,共同,10,18800
2020,AS,乘用車,ZINGER,共同,11,13700
2020,AS,乘用車,ZINGER,共同,12,14700
2020,AS,乘用車,ZINGER,常態,1,29590
2020,AS,乘用車,ZINGER,常態,2,29590
2020,AS,乘用車,ZINGER,常態,3,29590
2020,AS,乘用車,ZINGER,常態,4,29590
2020,AS,乘用車,ZINGER,常態,5,37240
2020,AS,乘用車,ZINGER,常態,6,37240
2020,AS,乘用車,ZINGER,常態,7,37450
2020,AS,乘用車,ZINGER,常態,8,37450
2020,AS,乘用車,ZINGER,常態,9,37450
2020,AS,乘用車,ZINGER,常態,10,37450
2020,AS,乘用車,ZINGER,常態,11,37450
2020,AS,乘用車,ZINGER,常態,12,37450
2020,AS,乘用車,ZINGER,專案,1,14650
2020,AS,乘用車,ZINGER,專案,2,13150
2020,AS,乘用車,ZINGER,專案,3,13150
2020,AS,乘用車,ZINGER,專案,4,13100
2020,AS,乘用車,ZINGER,專案,5,6000
2020,AS,乘用車,ZINGER,專案,6,6000
2020,AS,乘用車,ZINGER,專案,7,6180
2020,AS,乘用車,ZINGER,專案,8,6180
2020,AS,乘用車,ZINGER,專案,9,6180
2020,AS,乘用車,ZINGER,專案,10,0
2020,AS,乘用車,ZINGER,專案,11,6180
2020,AS,乘用車,ZINGER,專案,12,6180
2020,CP,商用車,菱利,外促,1,0
2020,CP,商用車,菱利,外促,2,0
2020,CP,商用車,菱利,外促,3,0
2020,CP,商用車,菱利,外促,4,0
2020,CP,商用車,菱利,外促,5,0
2020,CP,商用車,菱利,外促,6,0
2020,CP,商用車,菱利,外促,7,7000
2020,CP,商用車,菱利,外促,8,7000
2020,CP,商用車,菱利,外促,9,0
2020,CP,商用車,菱利,外促,10,0
2020,CP,商用車,菱利,外促,11,9000
2020,CP,商用車,菱利,外促,12,9000
2020,CP,商用車,菱利,共同,1,0
2020,CP,商用車,菱利,共同,2,0
2020,CP,商用車,菱利,共同,3,0
2020,CP,商用車,菱利,共同,4,0
2020,CP,商用車,菱利,共同,5,0
2020,CP,商用車,菱利,共同,6,0
2020,CP,商用車,菱利,共同,7,0
2020,CP,商用車,菱利,共同,8,0
2020,CP,商用車,菱利,共同,9,9000
2020,CP,商用車,菱利,共同,10,7100
2020,CP,商用車,菱利,共同,11,9610
2020,CP,商用車,菱利,共同,12,10610
2020,CP,商用車,菱利,常態,1,0
2020,CP,商用車,菱利,常態,2,0
2020,CP,商用車,菱利,常態,3,0
2020,CP,商用車,菱利,常態,4,0
2020,CP,商用車,菱利,常態,5,0
2020,CP,商用車,菱利,常態,6,0
2020,CP,商用車,菱利,常態,7,23710
2020,CP,商用車,菱利,常態,8,23710
2020,CP,商用車,菱利,常態,9,23710
2020,CP,商用車,菱利,常態,10,23710
2020,CP,商用車,菱利,常態,11,23710
2020,CP,商用車,菱利,常態,12,23710
2020,CP,商用車,菱利,專案,1,0
2020,CP,商用車,菱利,專案,2,0
2020,CP,商用車,菱利,專案,3,0
2020,CP,商用車,菱利,專案,4,0
2020,CP,商用車,菱利,專案,5,0
2020,CP,商用車,菱利,專案,6,0
2020,CP,商用車,菱利,專案,7,0
2020,CP,商用車,菱利,專案,8,0
2020,CP,商用車,菱利,專案,9,4250
2020,CP,商用車,菱利,專案,10,4250
2020,CP,商用車,菱利,專案,11,4500
2020,CP,商用車,菱利,專案,12,4500
2020,JD,商用車,A190,外促,1,0
2020,JD,商用車,A190,外促,2,0
2020,JD,商用車,A190,外促,3,0
2020,JD,商用車,A190,外促,4,0
2020,JD,商用車,A190,外促,5,0
2020,JD,商用車,A190,外促,6,0
2020,JD,商用車,A190,外促,7,0
2020,JD,商用車,A190,外促,8,0
2020,JD,商用車,A190,外促,9,0
2020,JD,商用車,A190,外促,10,0
2020,JD,商用車,A190,外促,11,0
2020,JD,商用車,A190,外促,12,0
2020,JD,商用車,A190,共同,1,0
2020,JD,商用車,A190,共同,2,0
2020,JD,商用車,A190,共同,3,0
2020,JD,商用車,A190,共同,4,1212
2020,JD,商用車,A190,共同,5,1450
2020,JD,商用車,A190,共同,6,1500
2020,JD,商用車,A190,共同,7,1500
2020,JD,商用車,A190,共同,8,1500
2020,JD,商用車,A190,共同,9,0
2020,JD,商用車,A190,共同,10,0
2020,JD,商用車,A190,共同,11,0
2020,JD,商用車,A190,共同,12,0
2020,JD,商用車,A190,常態,1,12500
2020,JD,商用車,A190,常態,2,12500
2020,JD,商用車,A190,常態,3,12500
2020,JD,商用車,A190,常態,4,12500
2020,JD,商用車,A190,常態,5,12500
2020,JD,商用車,A190,常態,6,12500
2020,JD,商用車,A190,常態,7,12500
2020,JD,商用車,A190,常態,8,12500
2020,JD,商用車,A190,常態,9,0
2020,JD,商用車,A190,常態,10,0
2020,JD,商用車,A190,常態,11,0
2020,JD,商用車,A190,常態,12,0
2020,JD,商用車,A190,專案,1,0
2020,JD,商用車,A190,專案,2,0
2020,JD,商用車,A190,專案,3,0
2020,JD,商用車,A190,專案,4,0
2020,JD,商用車,A190,專案,5,0
2020,JD,商用車,A190,專案,6,3000
2020,JD,商用車,A190,專案,7,8000
2020,JD,商用車,A190,專案,8,8000
2020,JD,商用車,A190,專案,9,0
2020,JD,商用車,A190,專案,10,0
2020,JD,商用車,A190,專案,11,0
2020,JD,商用車,A190,專案,12,0
2020,JDV,商用車,A180,外促,1,0
2020,JDV,商用車,A180,外促,2,0
2020,JDV,商用車,A180,外促,3,0
2020,JDV,商用車,A180,外促,4,0
2020,JDV,商用車,A180,外促,5,0
2020,JDV,商用車,A180,外促,6,0
2020,JDV,商用車,A180,外促,7,0
2020,JDV,商用車,A180,外促,8,0
2020,JDV,商用車,A180,外促,9,0
2020,JDV,商用車,A180,外促,10,0
2020,JDV,商用車,A180,外促,11,0
2020,JDV,商用車,A180,外促,12,0
2020,JDV,商用車,A180,共同,1,0
2020,JDV,商用車,A180,共同,2,0
2020,JDV,商用車,A180,共同,3,0
2020,JDV,商用車,A180,共同,4,1212
2020,JDV,商用車,A180,共同,5,1450
2020,JDV,商用車,A180,共同,6,1500
2020,JDV,商用車,A180,共同,7,1500
2020,JDV,商用車,A180,共同,8,1500
2020,JDV,商用車,A180,共同,9,1900
2020,JDV,商用車,A180,共同,10,1900
2020,JDV,商用車,A180,共同,11,1900
2020,JDV,商用車,A180,共同,12,0
2020,JDV,商用車,A180,常態,1,12500
2020,JDV,商用車,A180,常態,2,12500
2020,JDV,商用車,A180,常態,3,12500
2020,JDV,商用車,A180,常態,4,12500
2020,JDV,商用車,A180,常態,5,12500
2020,JDV,商用車,A180,常態,6,12500
2020,JDV,商用車,A180,常態,7,12500
2020,JDV,商用車,A180,常態,8,12500
2020,JDV,商用車,A180,常態,9,12500
2020,JDV,商用車,A180,常態,10,12500
2020,JDV,商用車,A180,常態,11,12500
2020,JDV,商用車,A180,常態,12,12500
2020,JDV,商用車,A180,專案,1,0
2020,JDV,商用車,A180,專案,2,0
2020,JDV,商用車,A180,專案,3,0
2020,JDV,商用車,A180,專案,4,0
2020,JDV,商用車,A180,專案,5,0
2020,JDV,商用車,A180,專案,6,3000
2020,JDV,商用車,A180,專案,7,3000
2020,JDV,商用車,A180,專案,8,3000
2020,JDV,商用車,A180,專案,9,3000
2020,JDV,商用車,A180,專案,10,3000
2020,JDV,商用車,A180,專案,11,3000
2020,JDV,商用車,A180,專案,12,1500
2020,JDV,商用車,A180,外促,1,0
2020,JDV,商用車,A180,外促,2,0
2020,JDV,商用車,A180,外促,3,0
2020,JDV,商用車,A180,外促,4,0
2020,JDV,商用車,A180,外促,5,0
2020,JDV,商用車,A180,外促,6,0
2020,JDV,商用車,A180,外促,7,0
2020,JDV,商用車,A180,外促,8,0
2020,JDV,商用車,A180,外促,9,0
2020,JDV,商用車,A180,外促,10,0
2020,JDV,商用車,A180,外促,11,0
2020,JDV,商用車,A180,外促,12,0
2020,JDV,商用車,A180,共同,1,0
2020,JDV,商用車,A180,共同,2,0
2020,JDV,商用車,A180,共同,3,0
2020,JDV,商用車,A180,共同,4,1212
2020,JDV,商用車,A180,共同,5,1450
2020,JDV,商用車,A180,共同,6,1500
2020,JDV,商用車,A180,共同,7,1500
2020,JDV,商用車,A180,共同,8,1500
2020,JDV,商用車,A180,共同,9,1900
2020,JDV,商用車,A180,共同,10,1900
2020,JDV,商用車,A180,共同,11,1900
2020,JDV,商用車,A180,共同,12,0
2020,JDV,商用車,A180,常態,1,12500
2020,JDV,商用車,A180,常態,2,12500
2020,JDV,商用車,A180,常態,3,12500
2020,JDV,商用車,A180,常態,4,12500
2020,JDV,商用車,A180,常態,5,12500
2020,JDV,商用車,A180,常態,6,12500
2020,JDV,商用車,A180,常態,7,12500
2020,JDV,商用車,A180,常態,8,12500
2020,JDV,商用車,A180,常態,9,12500
2020,JDV,商用車,A180,常態,10,12500
2020,JDV,商用車,A180,常態,11,12500
2020,JDV,商用車,A180,常態,12,12500
2020,JDV,商用車,A180,專案,1,0
2020,JDV,商用車,A180,專案,2,0
2020,JDV,商用車,A180,專案,3,0
2020,JDV,商用車,A180,專案,4,0
2020,JDV,商用車,A180,專案,5,0
2020,JDV,商用車,A180,專案,6,3000
2020,JDV,商用車,A180,專案,7,3000
2020,JDV,商用車,A180,專案,8,3000
2020,JDV,商用車,A180,專案,9,3000
2020,JDV,商用車,A180,專案,10,3000
2020,JDV,商用車,A180,專案,11,1500
2020,JDV,商用車,A180,專案,12,1000
2020,DE,商用車,DELICA(廂車),外促,1,0
2020,DE,商用車,DELICA(廂車),外促,2,0
2020,DE,商用車,DELICA(廂車),外促,3,0
2020,DE,商用車,DELICA(廂車),外促,4,0
2020,DE,商用車,DELICA(廂車),外促,5,0
2020,DE,商用車,DELICA(廂車),外促,6,0
2020,DE,商用車,DELICA(廂車),外促,7,0
2020,DE,商用車,DELICA(廂車),外促,8,0
2020,DE,商用車,DELICA(廂車),外促,9,0
2020,DE,商用車,DELICA(廂車),外促,10,0
2020,DE,商用車,DELICA(廂車),外促,11,0
2020,DE,商用車,DELICA(廂車),外促,12,0
2020,DE,商用車,DELICA(廂車),共同,1,0
2020,DE,商用車,DELICA(廂車),共同,2,0
2020,DE,商用車,DELICA(廂車),共同,3,0
2020,DE,商用車,DELICA(廂車),共同,4,1212
2020,DE,商用車,DELICA(廂車),共同,5,1320
2020,DE,商用車,DELICA(廂車),共同,6,1500
2020,DE,商用車,DELICA(廂車),共同,7,1500
2020,DE,商用車,DELICA(廂車),共同,8,1500
2020,DE,商用車,DELICA(廂車),共同,9,1900
2020,DE,商用車,DELICA(廂車),共同,10,1900
2020,DE,商用車,DELICA(廂車),共同,11,1900
2020,DE,商用車,DELICA(廂車),共同,12,0
2020,DE,商用車,DELICA(廂車),常態,1,28000
2020,DE,商用車,DELICA(廂車),常態,2,28000
2020,DE,商用車,DELICA(廂車),常態,3,28000
2020,DE,商用車,DELICA(廂車),常態,4,28000
2020,DE,商用車,DELICA(廂車),常態,5,28000
2020,DE,商用車,DELICA(廂車),常態,6,28000
2020,DE,商用車,DELICA(廂車),常態,7,28000
2020,DE,商用車,DELICA(廂車),常態,8,28000
2020,DE,商用車,DELICA(廂車),常態,9,28000
2020,DE,商用車,DELICA(廂車),常態,10,28000
2020,DE,商用車,DELICA(廂車),常態,11,28000
2020,DE,商用車,DELICA(廂車),常態,12,28000
2020,DE,商用車,DELICA(廂車),專案,1,2000
2020,DE,商用車,DELICA(廂車),專案,2,3000
2020,DE,商用車,DELICA(廂車),專案,3,0
2020,DE,商用車,DELICA(廂車),專案,4,0
2020,DE,商用車,DELICA(廂車),專案,5,0
2020,DE,商用車,DELICA(廂車),專案,6,0
2020,DE,商用車,DELICA(廂車),專案,7,0
2020,DE,商用車,DELICA(廂車),專案,8,0
2020,DE,商用車,DELICA(廂車),專案,9,0
2020,DE,商用車,DELICA(廂車),專案,10,0
2020,DE,商用車,DELICA(廂車),專案,11,0
2020,DE,商用車,DELICA(廂車),專案,12,0
2020,DET,商用車,DELICA(貨車),外促,1,0
2020,DET,商用車,DELICA(貨車),外促,2,0
2020,DET,商用車,DELICA(貨車),外促,3,0
2020,DET,商用車,DELICA(貨車),外促,4,0
2020,DET,商用車,DELICA(貨車),外促,5,0
2020,DET,商用車,DELICA(貨車),外促,6,0
2020,DET,商用車,DELICA(貨車),外促,7,0
2020,DET,商用車,DELICA(貨車),外促,8,0
2020,DET,商用車,DELICA(貨車),外促,9,0
2020,DET,商用車,DELICA(貨車),外促,10,0
2020,DET,商用車,DELICA(貨車),外促,11,0
2020,DET,商用車,DELICA(貨車),外促,12,0
2020,DET,商用車,DELICA(貨車),共同,1,0
2020,DET,商用車,DELICA(貨車),共同,2,0
2020,DET,商用車,DELICA(貨車),共同,3,0
2020,DET,商用車,DELICA(貨車),共同,4,1212
2020,DET,商用車,DELICA(貨車),共同,5,1320
2020,DET,商用車,DELICA(貨車),共同,6,1500
2020,DET,商用車,DELICA(貨車),共同,7,1500
2020,DET,商用車,DELICA(貨車),共同,8,1500
2020,DET,商用車,DELICA(貨車),共同,9,1900
2020,DET,商用車,DELICA(貨車),共同,10,0
2020,DET,商用車,DELICA(貨車),共同,11,1900
2020,DET,商用車,DELICA(貨車),共同,12,0
2020,DET,商用車,DELICA(貨車),常態,1,28000
2020,DET,商用車,DELICA(貨車),常態,2,28000
2020,DET,商用車,DELICA(貨車),常態,3,28000
2020,DET,商用車,DELICA(貨車),常態,4,28000
2020,DET,商用車,DELICA(貨車),常態,5,28000
2020,DET,商用車,DELICA(貨車),常態,6,28000
2020,DET,商用車,DELICA(貨車),常態,7,28000
2020,DET,商用車,DELICA(貨車),常態,8,28000
2020,DET,商用車,DELICA(貨車),常態,9,28000
2020,DET,商用車,DELICA(貨車),常態,10,28000
2020,DET,商用車,DELICA(貨車),常態,11,28000
2020,DET,商用車,DELICA(貨車),常態,12,28000
2020,DET,商用車,DELICA(貨車),專案,1,5200
2020,DET,商用車,DELICA(貨車),專案,2,7200
2020,DET,商用車,DELICA(貨車),專案,3,7200
