Year,Model,Category,CarType,BonusType,Month,Bonus
2022,NPZ,乘用車,COLTPLUS,共同,3,17000
2022,NPZ,乘用車,COLTPLUS,共同,4,16780
2022,NPZ,乘用車,COLTPLUS,共同,5,15980
2022,NPZ,乘用車,COLTPLUS,共同,6,19280
2022,NPZ,乘用車,COLTPLUS,共同,7,17780
2022,NPZ,乘用車,COLTPLUS,共同,8,20963
2022,NPZ,乘用車,COLTPLUS,共同,9,20963
2022,NPZ,乘用車,COLTPLUS,共同,10,25358
2022,NPZ,乘用車,COLTPLUS,共同,11,21290
2022,NPZ,乘用車,COLTPLUS,共同,12,21216
2022,NPZ,乘用車,COLTPLUS,常態,1,23550
2022,NPZ,乘用車,COLTPLUS,常態,2,23550
2022,NPZ,乘用車,COLTPLUS,常態,3,23550
2022,NPZ,乘用車,COLTPLUS,常態,4,25605
2022,NPZ,乘用車,COLTPLUS,常態,5,25605
2022,NPZ,乘用車,COLTPLUS,常態,6,25605
2022,NPZ,乘用車,COLTPLUS,常態,7,25605
2022,NPZ,乘用車,COLTPLUS,常態,8,25605
2022,NPZ,乘用車,COLTPLUS,常態,9,25605
2022,NPZ,乘用車,COLTPLUS,常態,10,25605
2022,NPZ,乘用車,COLTPLUS,常態,11,25605
2022,NPZ,乘用車,COLTPLUS,常態,12,25605
2022,NPZ,乘用車,COLTPLUS,專案,1,8500
2022,NPZ,乘用車,COLTPLUS,專案,2,6000
2022,NPZ,乘用車,COLTPLUS,專案,3,9500
2022,NPZ,乘用車,COLTPLUS,專案,4,5000
2022,NPZ,乘用車,COLTPLUS,專案,5,3000
2022,NPZ,乘用車,COLTPLUS,專案,6,3000
2022,NPZ,乘用車,COLTPLUS,專案,7,3000
2022,NPZ,乘用車,COLTPLUS,專案,8,3841
2022,NPZ,乘用車,COLTPLUS,專案,9,4402
2022,NPZ,乘用車,COLTPLUS,專案,10,4402
2022,NPZ,乘用車,COLTPLUS,專案,11,4402
2022,NPZ,乘用車,COLTPLUS,專案,12,4402
2022,SR,乘用車,LANCER,外促,1,11000
2022,SR,乘用車,LANCER,外促,2,0
2022,SR,乘用車,LANCER,外促,3,0
2022,SR,乘用車,LANCER,外促,4,0
2022,SR,乘用車,LANCER,外促,5,0
2022,SR,乘用車,LANCER,外促,6,0
2022,SR,乘用車,LANCER,外促,7,3000
2022,SR,乘用車,LANCER,外促,8,3000
2022,SR,乘用車,LANCER,外促,9,3000
2022,SR,乘用車,LANCER,外促,10,0
2022,SR,乘用車,LANCER,外促,11,9000
2022,SR,乘用車,LANCER,外促,12,9000
2022,SR,乘用車,LANCER,共同,1,15500
2022,SR,乘用車,LANCER,共同,2,18500
2022,SR,乘用車,LANCER,共同,3,18500
2022,SR,乘用車,LANCER,共同,4,16780
2022,SR,乘用車,LANCER,共同,5,15980
2022,SR,乘用車,LANCER,共同,6,19280
2022,SR,乘用車,LANCER,共同,7,17780
2022,SR,乘用車,LANCER,共同,8,20963
2022,SR,乘用車,LANCER,共同,9,20963
2022,SR,乘用車,LANCER,共同,10,27358
2022,SR,乘用車,LANCER,共同,11,21290
2022,SR,乘用車,LANCER,共同,12,21216
2022,SR,乘用車,LANCER,常態,1,33250
2022,SR,乘用車,LANCER,常態,2,33250
2022,SR,乘用車,LANCER,常態,3,33250
2022,SR,乘用車,LANCER,常態,4,35623
2022,SR,乘用車,LANCER,常態,5,35623
2022,SR,乘用車,LANCER,常態,6,35623
2022,SR,乘用車,LANCER,常態,7,35623
2022,SR,乘用車,LANCER,常態,8,35623
2022,SR,乘用車,LANCER,常態,9,35623
2022,SR,乘用車,LANCER,常態,10,35623
2022,SR,乘用車,LANCER,常態,11,35623
2022,SR,乘用車,LANCER,常態,12,35623
2022,SR,乘用車,LANCER,專案,1,10000
2022,SR,乘用車,LANCER,專案,2,10000
2022,SR,乘用車,LANCER,專案,3,14500
2022,SR,乘用車,LANCER,專案,4,10000
2022,SR,乘用車,LANCER,專案,5,10000
2022,SR,乘用車,LANCER,專案,6,10000
2022,SR,乘用車,LANCER,專案,7,10000
2022,SR,乘用車,LANCER,專案,8,10000
2022,SR,乘用車,LANCER,專案,9,10000
2022,SR,乘用車,LANCER,專案,10,10000
2022,SR,乘用車,LANCER,專案,11,10000
2022,SR,乘用車,LANCER,專案,12,10000
2022,RE,乘用車,OUTLANDER,外促,1,11000
2022,RE,乘用車,OUTLANDER,外促,2,20000
2022,RE,乘用車,OUTLANDER,外促,3,20000
2022,RE,乘用車,OUTLANDER,外促,4,20000
2022,RE,乘用車,OUTLANDER,外促,5,20000
2022,RE,乘用車,OUTLANDER,外促,6,11000
2022,RE,乘用車,OUTLANDER,外促,7,11000
2022,RE,乘用車,OUTLANDER,外促,8,11000
2022,RE,乘用車,OUTLANDER,外促,9,26000
2022,RE,乘用車,OUTLANDER,外促,10,16000
2022,RE,乘用車,OUTLANDER,外促,11,16000
2022,RE,乘用車,OUTLANDER,外促,12,16000
2022,RE,乘用車,OUTLANDER,共同,1,21000
2022,RE,乘用車,OUTLANDER,共同,2,20500
2022,RE,乘用車,OUTLANDER,共同,3,20500
2022,RE,乘用車,OUTLANDER,共同,4,18820
2022,RE,乘用車,OUTLANDER,共同,5,18020
2022,RE,乘用車,OUTLANDER,共同,6,21320
2022,RE,乘用車,OUTLANDER,共同,7,12820
2022,RE,乘用車,OUTLANDER,共同,8,13763
2022,RE,乘用車,OUTLANDER,共同,9,13763
2022,RE,乘用車,OUTLANDER,共同,10,28858
2022,RE,乘用車,OUTLANDER,共同,11,21290
2022,RE,乘用車,OUTLANDER,共同,12,21216
2022,RE,乘用車,OUTLANDER,常態,1,49700
2022,RE,乘用車,OUTLANDER,常態,2,50500
2022,RE,乘用車,OUTLANDER,常態,3,50500
2022,RE,乘用車,OUTLANDER,常態,4,51300
2022,RE,乘用車,OUTLANDER,常態,5,51300
2022,RE,乘用車,OUTLANDER,常態,6,51300
2022,RE,乘用車,OUTLANDER,常態,7,51300
2022,RE,乘用車,OUTLANDER,常態,8,51300
2022,RE,乘用車,OUTLANDER,常態,9,51300
2022,RE,乘用車,OUTLANDER,常態,10,51300
2022,RE,乘用車,OUTLANDER,常態,11,51300
2022,RE,乘用車,OUTLANDER,常態,12,51300
2022,RE,乘用車,OUTLANDER,專案,1,21000
2022,RE,乘用車,OUTLANDER,專案,2,9000
2022,RE,乘用車,OUTLANDER,專案,3,13500
2022,RE,乘用車,OUTLANDER,專案,4,9000
2022,RE,乘用車,OUTLANDER,專案,5,9000
2022,RE,乘用車,OUTLANDER,專案,6,9000
2022,RE,乘用車,OUTLANDER,專案,7,20000
2022,RE,乘用車,OUTLANDER,專案,8,20000
2022,RE,乘用車,OUTLANDER,專案,9,20000
2022,RE,乘用車,OUTLANDER,專案,10,20300
2022,RE,乘用車,OUTLANDER,專案,11,20300
2022,RE,乘用車,OUTLANDER,專案,12,20300
2022,AS,乘用車,ZINGER,外促,1,11000
2022,AS,乘用車,ZINGER,外促,2,0
2022,AS,乘用車,ZINGER,外促,3,0
2022,AS,乘用車,ZINGER,外促,4,0
2022,AS,乘用車,ZINGER,外促,5,0
2022,AS,乘用車,ZINGER,外促,6,0
2022,AS,乘用車,ZINGER,外促,7,11000
2022,AS,乘用車,ZINGER,外促,8,11000
2022,AS,乘用車,ZINGER,外促,9,11000
2022,AS,乘用車,ZINGER,外促,10,0
2022,AS,乘用車,ZINGER,外促,11,9000
2022,AS,乘用車,ZINGER,外促,12,9000
2022,AS,乘用車,ZINGER,共同,1,13500
2022,AS,乘用車,ZINGER,共同,2,16500
2022,AS,乘用車,ZINGER,共同,3,16500
2022,AS,乘用車,ZINGER,共同,4,16780
2022,AS,乘用車,ZINGER,共同,5,15980
2022,AS,乘用車,ZINGER,共同,6,19280
2022,AS,乘用車,ZINGER,共同,7,10780
2022,AS,乘用車,ZINGER,共同,8,17263
2022,AS,乘用車,ZINGER,共同,9,17263
2022,AS,乘用車,ZINGER,共同,10,20358
2022,AS,乘用車,ZINGER,共同,11,22290
2022,AS,乘用車,ZINGER,共同,12,22216
2022,AS,乘用車,ZINGER,常態,1,37450
2022,AS,乘用車,ZINGER,常態,2,37450
2022,AS,乘用車,ZINGER,常態,3,37450
2022,AS,乘用車,ZINGER,常態,4,37450
2022,AS,乘用車,ZINGER,常態,5,37450
2022,AS,乘用車,ZINGER,常態,6,37450
2022,AS,乘用車,ZINGER,常態,7,37450
2022,AS,乘用車,ZINGER,常態,8,37450
2022,AS,乘用車,ZINGER,常態,9,37450
2022,AS,乘用車,ZINGER,常態,10,37450
2022,AS,乘用車,ZINGER,常態,11,37450
2022,AS,乘用車,ZINGER,常態,12,37450
2022,AS,乘用車,ZINGER,專案,1,6400
2022,AS,乘用車,ZINGER,專案,2,6400
2022,AS,乘用車,ZINGER,專案,3,6400
2022,AS,乘用車,ZINGER,專案,4,6400
2022,AS,乘用車,ZINGER,專案,5,6400
2022,AS,乘用車,ZINGER,專案,6,6900
2022,AS,乘用車,ZINGER,專案,7,3900
2022,AS,乘用車,ZINGER,專案,8,3900
2022,AS,乘用車,ZINGER,專案,9,3900
2022,AS,乘用車,ZINGER,專案,10,6900
2022,AS,乘用車,ZINGER,專案,11,6900
2022,AS,乘用車,ZINGER,專案,12,6900
2022,JD,商用車,A190,外促,1,3000
2022,JD,商用車,A190,外促,2,0
2022,JD,商用車,A190,外促,3,0
2022,JD,商用車,A190,外促,4,0
2022,JD,商用車,A190,外促,5,0
2022,JD,商用車,A190,外促,6,0
2022,JD,商用車,A190,外促,7,3000
2022,JD,商用車,A190,外促,8,3000
2022,JD,商用車,A190,外促,9,3000
2022,JD,商用車,A190,外促,10,0
2022,JD,商用車,A190,外促,11,9000
2022,JD,商用車,A190,外促,12,9000
2022,JD,商用車,A190,共同,1,12500
2022,JD,商用車,A190,共同,2,13000
2022,JD,商用車,A190,共同,3,13000
2022,JD,商用車,A190,共同,4,18820
2022,JD,商用車,A190,共同,5,18020
2022,JD,商用車,A190,共同,6,21320
2022,JD,商用車,A190,共同,7,19820
2022,JD,商用車,A190,共同,8,22463
2022,JD,商用車,A190,共同,9,22463
2022,JD,商用車,A190,共同,10,21858
2022,JD,商用車,A190,共同,11,19290
2022,JD,商用車,A190,共同,12,19216
2022,JD,商用車,A190,常態,1,23710
2022,JD,商用車,A190,常態,2,23710
2022,JD,商用車,A190,常態,3,23710
2022,JD,商用車,A190,常態,4,23710
2022,JD,商用車,A190,常態,5,23710
2022,JD,商用車,A190,常態,6,23710
2022,JD,商用車,A190,常態,7,23710
2022,JD,商用車,A190,常態,8,23710
2022,JD,商用車,A190,常態,9,23710
2022,JD,商用車,A190,常態,10,23710
2022,JD,商用車,A190,常態,11,23710
2022,JD,商用車,A190,常態,12,23710
2022,JD,商用車,A190,專案,1,0
2022,JD,商用車,A190,專案,2,0
2022,JD,商用車,A190,專案,3,0
2022,JD,商用車,A190,專案,4,0
2022,JD,商用車,A190,專案,5,0
2022,JD,商用車,A190,專案,6,0
2022,JD,商用車,A190,專案,7,0
2022,JD,商用車,A190,專案,8,0
2022,JD,商用車,A190,專案,9,0
2022,JD,商用車,A190,專案,10,0
2022,JD,商用車,A190,專案,11,0
2022,JD,商用車,A190,專案,12,0
2022,JDV,商用車,A180,外促,1,1600
2022,JDV,商用車,A180,外促,2,2000
2022,JDV,商用車,A180,外促,3,2000
2022,JDV,商用車,A180,外促,4,1750
2022,JDV,商用車,A180,外促,5,1900
2022,JDV,商用車,A180,外促,6,1900
2022,JDV,商用車,A180,外促,7,1900
2022,JDV,商用車,A180,外促,8,1900
2022,JDV,商用車,A180,外促,9,1900
2022,JDV,商用車,A180,外促,10,1900
2022,JDV,商用車,A180,外促,11,1900
2022,JDV,商用車,A180,外促,12,1900
2022,JDV,商用車,A180,共同,1,3295
2022,JDV,商用車,A180,共同,2,2500
2022,JDV,商用車,A180,共同,3,4229
2022,JDV,商用車,A180,共同,4,5577
2022,JDV,商用車,A180,共同,5,3270
2022,JDV,商用車,A180,共同,6,3270
2022,JDV,商用車,A180,共同,7,3270
2022,JDV,商用車,A180,共同,8,3270
2022,JDV,商用車,A180,共同,9,2500
2022,JDV,商用車,A180,共同,10,2500
2022,JDV,商用車,A180,共同,11,4000
2022,JDV,商用車,A180,共同,12,2500
2022,JDV,商用車,A180,常態,1,12500
2022,JDV,商用車,A180,常態,2,12500
2022,JDV,商用車,A180,常態,3,12500
2022,JDV,商用車,A180,常態,4,12500
2022,JDV,商用車,A180,常態,5,12500
2022,JDV,商用車,A180,常態,6,12500
2022,JDV,商用車,A180,常態,7,12500
2022,JDV,商用車,A180,常態,8,12500
2022,JDV,商用車,A180,常態,9,12500
2022,JDV,商用車,A180,常態,10,12500
2022,JDV,商用車,A180,常態,11,12500
2022,JDV,商用車,A180,常態,12,12500
2022,JDV,商用車,A180,專案,1,2500
2022,JDV,商用車,A180,專案,2,2500
2022,JDV,商用車,A180,專案,3,2500
2022,JDV,商用車,A180,專案,4,2500
2022,JDV,商用車,A180,專案,5,2500
2022,JDV,商用車,A180,專案,6,2500
2022,JDV,商用車,A180,專案,7,2500
2022,JDV,商用車,A180,專案,8,2500
2022,JDV,商用車,A180,專案,9,2500
2022,JDV,商用車,A180,專案,10,2500
2022,JDV,商用車,A180,專案,11,2500
2022,JDV,商用車,A180,專案,12,2500
2022,JDV,商用車,A180,外促,1,1600
2022,JDV,商用車,A180,外促,2,1600
2022,JDV,商用車,A180,外促,3,1600
2022,JDV,商用車,A180,外促,4,1600
2022,JDV,商用車,A180,外促,5,1900
2022,JDV,商用車,A180,外促,6,1900
2022,JDV,商用車,A180,外促,7,1900
2022,JDV,商用車,A180,外促,8,1900
2022,JDV,商用車,A180,外促,9,1900
2022,JDV,商用車,A180,外促,10,1900
2022,JDV,商用車,A180,外促,11,1900
2022,JDV,商用車,A180,外促,12,1900
2022,JDV,商用車,A180,共同,1,795
2022,JDV,商用車,A180,共同,2,0
2022,JDV,商用車,A180,共同,3,1729
2022,JDV,商用車,A180,共同,4,3077
2022,JDV,商用車,A180,共同,5,770
2022,JDV,商用車,A180,共同,6,770
2022,JDV,商用車,A180,共同,7,770
2022,JDV,商用車,A180,共同,8,770
2022,JDV,商用車,A180,共同,9,0
2022,JDV,商用車,A180,共同,10,0
2022,JDV,商用車,A180,共同,11,3000
2022,JDV,商用車,A180,共同,12,3000
2022,JDV,商用車,A180,常態,1,12500
2022,JDV,商用車,A180,常態,2,12500
2022,JDV,商用車,A180,常態,3,12500
2022,JDV,商用車,A180,常態,4,12500
2022,JDV,商用車,A180,常態,5,12500
2022,JDV,商用車,A180,常態,6,12500
2022,JDV,商用車,A180,常態,7,12500
2022,JDV,商用車,A180,常態,8,12500
2022,JDV,商用車,A180,常態,9,12500
2022,JDV,商用車,A180,常態,10,12500
2022,JDV,商用車,A180,常態,11,12500
2022,JDV,商用車,A180,常態,12,12500
2022,JDV,商用車,A180,專案,1,1000
2022,JDV,商用車,A180,專案,2,1000
2022,JDV,商用車,A180,專案,3,1000
2022,JDV,商用車,A180,專案,4,1000
2022,JDV,商用車,A180,專案,5,1000
2022,JDV,商用車,A180,專案,6,1000
2022,JDV,商用車,A180,專案,7,1000
2022,JDV,商用車,A180,專案,8,1000
2022,JDV,商用車,A180,專案,9,1000
2022,JDV,商用車,A180,專案,10,1000
2022,JDV,商用車,A180,專案,11,1800
2022,JDV,商用車,A180,專案,12,1800
2022,DE,商用車,DELICA(廂車),外促,1,0
2022,DE,商用車,DELICA(廂車),外促,2,0
2022,DE,商用車,DELICA(廂車),外促,3,0
2022,DE,商用車,DELICA(廂車),外促,4,0
2022,DE,商用車,DELICA(廂車),外促,5,0
2022,DE,商用車,DELICA(廂車),外促,6,0
2022,DE,商用車,DELICA(廂車),外促,7,0
2022,DE,商用車,DELICA(廂車),外促,8,0
2022,DE,商用車,DELICA(廂車),外促,9,0
2022,DE,商用車,DELICA(廂車),外促,10,0
2022,DE,商用車,DELICA(廂車),外促,11,0
2022,DE,商用車,DELICA(廂車),外促,12,0
2022,DE,商用車,DELICA(廂車),共同,1,0
2022,DE,商用車,DELICA(廂車),共同,2,0
2022,DE,商用車,DELICA(廂車),共同,3,1729
2022,DE,商用車,DELICA(廂車),共同,4,2799
2022,DE,商用車,DELICA(廂車),共同,5,0
2022,DE,商用車,DELICA(廂車),共同,6,0
2022,DE,商用車,DELICA(廂車),共同,7,0
2022,DE,商用車,DELICA(廂車),共同,8,0
2022,DE,商用車,DELICA(廂車),共同,9,0
2022,DE,商用車,DELICA(廂車),共同,10,0
2022,DE,商用車,DELICA(廂車),共同,11,0
2022,DE,商用車,DELICA(廂車),共同,12,0
2022,DE,商用車,DELICA(廂車),常態,1,28000
2022,DE,商用車,DELICA(廂車),常態,2,28000
2022,DE,商用車,DELICA(廂車),常態,3,28000
2022,DE,商用車,DELICA(廂車),常態,4,28000
2022,DE,商用車,DELICA(廂車),常態,5,28000
2022,DE,商用車,DELICA(廂車),常態,6,28000
2022,DE,商用車,DELICA(廂車),常態,7,28000
2022,DE,商用車,DELICA(廂車),常態,8,28000
2022,DE,商用車,DELICA(廂車),常態,9,28000
2022,DE,商用車,DELICA(廂車),常態,10,28000
2022,DE,商用車,DELICA(廂車),常態,11,28000
2022,DE,商用車,DELICA(廂車),常態,12,28000
2022,DE,商用車,DELICA(廂車),專案,1,0
2022,DE,商用車,DELICA(廂車),專案,2,0
2022,DE,商用車,DELICA(廂車),專案,3,0
2022,DE,商用車,DELICA(廂車),專案,4,278
2022,DE,商用車,DELICA(廂車),專案,5,0
2022,DE,商用車,DELICA(廂車),專案,6,0
2022,DE,商用車,DELICA(廂車),專案,7,0
2022,DE,商用車,DELICA(廂車),專案,8,0
2022,DE,商用車,DELICA(廂車),專案,9,0
2022,DE,商用車,DELICA(廂車),專案,10,0
2022,DE,商用車,DELICA(廂車),專案,11,0
2022,DE,商用車,DELICA(廂車),專案,12,0
2022,DET,商用車,DELICA(貨車),外促,1,0
2022,DET,商用車,DELICA(貨車),外促,2,0
2022,DET,商用車,DELICA(貨車),外促,3,0
2022,DET,商用車,DELICA(貨車),外促,4,0
2022,DET,商用車,DELICA(貨車),外促,5,0
2022,DET,商用車,DELICA(貨車),外促,6,0
2022,DET,商用車,DELICA(貨車),外促,7,0
2022,DET,商用車,DELICA(貨車),外促,8,0
2022,DET,商用車,DELICA(貨車),外促,9,0
2022,DET,商用車,DELICA(貨車),外促,10,0
2022,DET,商用車,DELICA(貨車),外促,11,0
2022,DET,商用車,DELICA(貨車),外促,12,0
2022,DET,商用車,DELICA(貨車),共同,1,0
2022,DET,商用車,DELICA(貨車),共同,2,0
2022,DET,商用車,DELICA(貨車),共同,3,1729
2022,DET,商用車,DELICA(貨車),共同,4,2799
2022,DET,商用車,DELICA(貨車),共同,5,0
2022,DET,商用車,DELICA(貨車),共同,6,0
2022,DET,商用車,DELICA(貨車),共同,7,0
2022,DET,商用車,DELICA(貨車),共同,8,0
2022,DET,商用車,DELICA(貨車),共同,9,0
2022,DET,商用車,DELICA(貨車),共同,10,0
2022,DET,商用車,DELICA(貨車),共同,11,0
2022,DET,商用車,DELICA(貨車),共同,12,0
2022,DET,商用車,DELICA(貨車),常態,1,28000
2022,DET,商用車,DELICA(貨車),常態,2,28000
2022,DET,商用車,DELICA(貨車),常態,3,28000
2022,DET,商用車,DELICA(貨車),常態,4,28000
2022,DET,商用車,DELICA(貨車),常態,5,28000
2022,DET,商用車,DELICA(貨車),常態,6,28000
2022,DET,商用車,DELICA(貨車),常態,7,28000
2022,DET,商用車,DELICA(貨車),常態,8,28000
2022,DET,商用車,DELICA(貨車),常態,9,28000
2022,DET,商用車,DELICA(貨車),常態,10,28000
2022,DET,商用車,DELICA(貨車),常態,11,28000
2022,DET,商用車,DELICA(貨車),常態,12,28000
2022,DET,商用車,DELICA(貨車),專案,1,6000
2022,DET,商用車,DELICA(貨車),專案,2,6000
2022,DET,商用車,DELICA(貨車),專案,3,7000
2022,DET,商用車,DELICA(貨車),專案,4,7000
2022,DET,商用車,DELICA(貨車),專案,5,7000
2022,DET,商用車,DELICA(貨車),專案,6,7000
2022,DET,商用車,DELICA(貨車),專案,7,7950
2022,DET,商用車,DELICA(貨車),專案,8,7950
2022,DET,商用車,DELICA(貨車),專案,9,8500
2022,DET,商用車,DELICA(貨車),專案,10,10000
2022,DET,商用車,DELICA(貨車),專案,11,10000
2022,DET,商用車,DELICA(貨車),專案,12,10000
2022,CT,商用車,中華堅兵,外促,1,0
2022,CT,商用車,中華堅兵,外促,2,0
2022,CT,商用車,中華堅兵,外促,3,0
2022,CT,商用車,中華堅兵,外促,4,0
2022,CT,商用車,中華堅兵,外促,5,0
2022,CT,商用車,中華堅兵,外促,6,0
2022,CT,商用車,中華堅兵,外促,7,0
2022,CT,商用車,中華堅兵,外促,8,0
2022,CT,商用車,中華堅兵,外促,9,0
2022,CT,商用車,中華堅兵,外促,10,1800
2022,CT,商用車,中華堅兵,外促,11,1800
2022,CT,商用車,中華堅兵,外促,12,1800
2022,CT,商用車,中華堅兵,共同,1,0
2022,CT,商用車,中華堅兵,共同,2,0
2022,CT,商用車,中華堅兵,共同,3,0
2022,CT,商用車,中華堅兵,共同,4,0
2022,CT,商用車,中華堅兵,共同,5,0
2022,CT,商用車,中華堅兵,共同,6,0
2022,CT,商用車,中華堅兵,共同,7,0
2022,CT,商用車,中華堅兵,共同,8,0
2022,CT,商用車,中華堅兵,共同,9,0
2022,CT,商用車,中華堅兵,共同,10,6500
2022,CT,商用車,中華堅兵,共同,11,6500
2022,CT,商用車,中華堅兵,共同,12,65000
2022,CT,商用車,中華堅兵,常態,1,0
2022,CT,商用車,中華堅兵,常態,2,0
2022,CT,商用車,中華堅兵,常態,3,0
2022,CT,商用車,中華堅兵,常態,4,0
2022,CT,商用車,中華堅兵,常態,5,0
2022,CT,商用車,中華堅兵,常態,6,0
2022,CT,商用車,中華堅兵,常態,7,0
2022,CT,商用車,中華堅兵,常態,8,0
2022,CT,商用車,中華堅兵,常態,9,0
2022,CT,商用車,中華堅兵,常態,10,28000
2022,CT,商用車,中華堅兵,常態,11,28000
2022,CT,商用車,中華堅兵,常態,12,28000
2022,CT,商用車,中華堅兵,專案,1,0
2022,CT,商用車,中華堅兵,專案,2,0
2022,CT,商用車,中華堅兵,專案,3,0
2022,CT,商用車,中華堅兵,專案,4,0
2022,CT,商用車,中華堅兵,專案,5,0
2022,CT,商用車,中華堅兵,專案,6,0
2022,CT,商用車,中華堅兵,專案,7,0
2022,CT,商用車,中華堅兵,專案,8,0
2022,CT,商用車,中華堅兵,專案,9,0
2022,CT,商用車,中華堅兵,專案,10,3300
2022,CT,商用車,中華堅兵,專案,11,3000
2022,CT,商用車,中華堅兵,專案,12,3000
